axis,value,f_res_THz,detuning_GHz,Q,kappa_tot_2pi_GHz,beta_wg,C_atom,eta_atom,Vmode_lambda_n3
pml_layers,12,384.23059416839163,0.0064397283125,11990.132458280239,32.045567094886145,0.8855922559350748,24.446362544621422,0.8422820442081338,0.8742412165180282
pml_layers,18,384.2306503047237,0.0625760604375,11954.968521884943,32.13982952789423,0.20026657966393427,1.2890608464549084e-07,2.5557421568616675e-08,0.030892583300081253
