knob,value,f_res_THz,detuning_GHz,Q,kappa_tot_2pi_GHz,beta_wg,C_atom,eta_atom,Vmode_lambda_n3,g_2pi_GHz_at_250nm,design_marker,is_selected,hdf5
defect_scale,0.997,384.9388168057671,708.22907710375,14380.619125550997,26.767889020982473,0.8713198673144008,29.4744122344415,0.834300735716114,0.8610830915256186,1.0938866519310413,,False,defect_sd0.9970
defect_scale,1.0,384.23059416839163,0.0064397283125,11990.132458280239,32.045567094886145,0.8855922559350748,24.446362544621422,0.8422820442081338,0.8742412165180282,1.0900183007413253,final,True,global_s1.001239
defect_scale,1.003,383.5289331734739,-701.6545551894375,10175.518918398097,37.691339011716146,0.8832527342066896,20.88735087780531,0.8344692684552001,0.875877888960886,1.0927105824512076,,False,defect_sd1.0030
