axis,value,f_res_THz,detuning_GHz,Q,kappa_tot_2pi_GHz,beta_wg,C_atom,eta_atom,Vmode_lambda_n3
mesh_dl_um,0.012,384.1724324580545,-58.1552706088125,12381.349155403439,31.02831748270299,0.8867355102545763,19.13281321484366,0.8342643057652599,1.1327243974172385
mesh_dl_um,0.01,384.23059416839163,0.0064397283125,11990.132458280239,32.045567094886145,0.8855922559350748,24.446362544621422,0.8422820442081338,0.8742412165180282
mesh_dl_um,0.008,384.1841398959865,-46.4478326768125,12653.016861277049,30.363046545186645,0.8841454758172143,25.319082552296113,0.8420466299885209,0.8398700182204455
mesh_dl_um,0.006,384.14954935016755,-81.03837849575,12179.551093250926,31.54053432749561,0.8815402654506002,24.732121169336075,0.8388090865935444,0.8466379908043381
