knob,value,f_res_THz,detuning_GHz,Q,kappa_tot_2pi_GHz,beta_wg,C_atom,eta_atom,Vmode_lambda_n3,g_2pi_GHz_at_250nm,design_marker,is_selected,hdf5
output_holescale,0.9,384.1938436128885,-36.7441157748125,37450.41383614282,10.258734263761564,0.6812731228129888,79.83929080421551,0.6661171665902417,0.85951772494997,1.114545775590413,,False,output_m0.90
output_holescale,1.0,384.23059416839163,0.0064397283125,11990.132458280239,32.045567094886145,0.8855922559350748,24.446362544621422,0.8422820442081338,0.8742412165180282,1.0900183007413253,final,True,global_s1.001239
output_holescale,1.1,384.2900628546206,59.4751259573125,1622.304065624889,236.87918374697372,0.9944156165135711,0.03494837484022143,0.033243858778046746,0.051153763822055144,0.11205200351117278,,False,output_m1.10
