knob,value,f_res_THz,detuning_GHz,Q,kappa_tot_2pi_GHz,beta_wg,C_atom,eta_atom,Vmode_lambda_n3,g_2pi_GHz_at_250nm,design_marker,is_selected,hdf5
global_scale,1.0,384.53412429235425,303.5365636909375,12600.430166379303,30.517539418485505,0.8753784945772534,25.407257032328943,0.8338070372556441,0.8581345693383572,1.0844170378672278,invDes(seed),False,final_design.hdf5
global_scale,1.0005,384.3428196777822,112.231949118875,11783.411951532704,32.61727768312382,0.8795010706866242,24.22194504946136,0.8361842949742333,0.8717204086047516,1.0946393283263383,,False,global_s1.000500
global_scale,1.0011,384.2638093166217,33.221587958375,12028.016665915866,31.947395816761794,0.8853406001571124,24.444935085725184,0.8420407634139176,0.8741423401485234,1.0883156143460542,,False,global_s1.001100
global_scale,1.0012389624007447,384.23059416839163,0.0064397283125,11990.132458280239,32.045567094886145,0.8855922559350748,24.446362544621422,0.8422820442081338,0.8742412165180282,1.0900183007413253,final,True,global_s1.001239
global_scale,1.001352282770035,384.2034963528978,-27.0913757655,11962.840548183096,32.11641037974466,0.8856036831452968,24.67391594246157,0.8425982922270444,0.8743282791023426,1.096289424072411,,False,global_s1.001352
